Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
PDCD5	15016.5	15203.5	17124.6	9465.3	10574.3	6769.21	8031.25	8421.24	10565.3	0	0	0	5660.16	1754.06	5403.16	12198.4	9191.31	13718.4	0	0	0	0	0	0
PRMT5	35139	34985.1	31280	6636.19	9341.26	3198.09	0	10774.3	14565.4	0	0	0	4797.14	3677.11	6589.2	17986.6	17068.5	18221.6	0	0	0	613.022	4229.11	0
NHERF1	11248.4	11209.4	17985.7	3254.13	5723.26	2817.11	13245.5	10057.4	22730.9	3276.13	3449.12	2417.09	6251.22	6133.24	6628.26	14655.6	18375.8	24876	533.021	1929.08	1980.07	0	1459.06	0
CHEK1	7525.28	4648.14	6570.23	4161.1	7797.2	3316.09	4969.12	0	5573.14	0	0	0	1257.04	2156.06	0	13029.6	6636.25	6096.19	0	0	0	0	0	0
TCERG1	3268.09	6949.2	3186.11	30117.9	42857.2	25756.7	11683.3	12782.3	17379.5	812.027	0	0	11649.3	15624.4	12301.3	76556.1	58965.6	85795.4	0	0	0	0	0	3711.09
NDC80	27272.8	30579.8	42403.2	2772.07	3687.08	891.03	8696.23	7177.17	11313.3	0	0	1382.05	8893.23	10637.2	9893.24	9445.23	20420.5	14922.4	0	0	0	0	0	0
TNPO2	25449.9	24020.7	33333.1	0	0	0	1812.06	2077.06	4021.13	0	0	0	0	0	0	3885.14	3662.12	7300.25	0	0	0	0	0	0
UNC13B	11600.3	10491.2	33887.1	2413.06	4857.13	2714.07	6628.17	5420.21	9927.28	3695.12	0	1373.03	3022.07	0	2837.07	8717.32	10426.4	37397.3	0	0	0	0	0	0
POLR3A	14005.4	12355.3	19683.7	0	0	0	10520.3	9210.25	8639.23	0	0	0	7401.21	7099.18	7152.21	10327.3	12553.4	11604.3	0	0	0	0	0	0
PSMA7	3568.16	0	10340.5	4392.12	5037.14	1427.06	0	3772.16	8536.34	4624.12	0	0	0	0	0	5224.24	6074.24	9477.4	0	0	0	0	9291.26	0
SCAMP3	9356.34	6375.2	10266.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9289.31	0	0	0	0	0	0
BACH1	0	0	5577.18	0	0	0	0	0	0	0	0	0	0	0	0	2564.11	0	4354.16	0	0	0	0	0	0
MGST3	7610.23	10349.4	8835.27	6711.2	8304.24	7685.25	7475.22	6515.2	9706.31	3548.11	3710.11	3891.13	3981.13	4372.14	4190.12	5480.19	6735.23	9816.34	3780.11	3590.11	6250.2	2006.07	3896.12	3705.12
TAX1BP3	4463.19	0	0	0	2806.11	0	4323.17	0	0	0	0	0	0	1453.06	1392.05	5745.22	0	0	0	0	0	0	0	0
GIPC1	6371.24	4902.19	6571.22	3950.13	0	3639.12	8499.3	4355.16	8484.33	0	0	1710.06	0	2904.09	2136.07	10625.3	7271.25	12120.4	0	0	0	0	0	0
IKBKB	5774.2	2772.07	15442.7	393.017	3564.12	0	2792.1	2289.08	6969.23	0	802.038	0	0	1623.05	736.032	4727.18	5181.19	24560.6	0	0	0	0	0	0
TIMM23;TIMM23B	6378.33	8907.39	11015.6	3923.17	6588.34	3451.16	4815.19	3269.14	5610.26	0	0	0	0	2391.11	1023.05	0	6538.29	12062.6	0	0	0	0	0	0
HAT1	16477.6	11639.5	28952	22654.8	40087.2	21218.8	12313.4	9404.36	19511.8	3113.12	3205.13	3162.12	6495.25	5652.21	5624.21	24203.9	35570.5	49026.8	1541.06	2085.08	2154.08	0	1953.07	2424.1
CASK	3114.11	2029.07	4646.11	6498.17	2425.06	731.023	3341.08	11052.3	6323.17	6430.17	5753.14	4360.12	1771.04	1507.05	5480.15	3723.13	5916.16	8741.21	0	0	0	0	0	0
PLD2	6962.2	6731.18	9861.28	0	0	0	3905.11	3333.09	4389.12	0	0	0	0	0	0	5708.24	7957.24	7146.2	0	0	0	0	0	0
MYL12A;MYL12B	18079.6	13708.4	19670.6	11904.3	13037.4	7783.22	15619.5	16435.5	25010.8	7402.22	5937.17	4712.13	7837.22	5264.17	8988.27	12859.4	18121.5	19557.7	6700.21	9820.27	8787.26	4512.13	6970.21	8909.25
HGS	10885.4	22485.6	0	0	0	0	0	0	334.007	0	0	0	0	0	0	12113.4	13063.4	0	0	0	0	0	0	0
AURKA	8063.2	9519.26	15457.4	4748.14	7015.18	4499.12	7335.19	4541.11	9183.23	2381.06	3167.09	0	8182.22	7089.19	7752.2	6255.17	9531.26	13064.4	0	0	0	0	1467.03	0
RAB29	8823.3	9854.32	16423.5	16669.4	21641.7	13546.4	6492.21	5195.16	7359.22	1478.05	3532.12	0	3209.09	0	2225.07	9120.29	9794.26	14976.5	790.025	0	0	0	0	0
VPS26C	3354.12	3314.18	4378.22	1183.04	2263.11	0	3162.11	1945.07	3483.17	0	0	0	0	0	0	4634.25	3709.13	7486.25	0	0	0	0	0	0
PPP1R12A	47359.6	44078.4	49350.7	13228.3	19098.5	11397.3	209231	196610	190958	18406.5	25258.6	19933.5	59189.5	64965.7	60834.7	136837	125288	99143.9	0	0	0	4466.12	5746.16	7899.21
GAK	28003.9	25077.7	34311.9	6817.2	9555.3	6767.19	38005	18187.6	24323.6	3355.11	3964.12	4350.12	8497.23	9825.37	9833.3	27143.7	27648.9	30946	0	0	0	341.012	0	0
ZNF263	0	0	0	0	1450.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPDL	15196.5	12846.4	14496.6	13564.4	21737.8	14408.4	17931.6	15268.5	26312.9	9423.33	11237.4	7322.23	6399.18	6934.23	10303.3	14340.5	25373.8	38883.3	9995.33	9024.3	7985.27	5859.19	10256.3	10531.4
XPO1	14019.4	15427.4	16058.4	9290.24	13552.4	8590.22	10494.3	12222.3	13909.4	4652.12	3462.09	4427.11	6421.18	6024.15	7798.21	10507.3	16268.4	17881.7	1985.05	3961.1	4889.14	1173.05	2708.08	4865.13
BTAF1	8158.2	4330.16	10946.3	17639.5	46195.2	17817.5	6483.17	8816.26	6315.19	0	0	0	0	0	1586.06	24217.7	22671.6	23836.8	0	0	0	0	0	0
ARHGEF10	25750.8	25587.8	34294.1	3899.13	9474.28	5611.18	21572.6	16467.5	23236.7	2511.09	5022.16	3975.12	7438.22	9370.29	8988.29	28046.9	26151.8	30361	0	741.028	0	0	1103.04	0
ZNF609	11239.3	8622.22	6924.17	52822.5	59966.7	22935.6	4088.17	12424.4	8038.21	0	0	0	13501.3	19136.5	4436.12	43856.3	58853.7	41523.6	0	0	0	0	0	0
ZNF646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006.03	0	0	0	0	0	0	0	0
PDZD2	10579.4	7183.26	7913.38	0	0	0	16523.5	15258.5	16785.6	9031.25	0	1619.05	9480.34	8086.28	7468.23	10606.3	10179.5	15278.8	0	0	0	0	0	0
SPTBN2	9060.26	8778.22	12114.3	1987.06	0	2116.07	17066.4	12236.3	19742.5	2301.06	3434.1	0	1952.06	1854.06	1232.03	10316.3	15754.5	15306.4	0	0	3057.09	0	0	0
MAST4	2932.1	2684.09	8586.27	0	0	0	2732.1	5768.19	5541.17	0	0	0	5517.14	13040.3	2809.07	3956.14	0	11585.4	0	0	0	0	0	0
SEC16A	206278	176174	299124	20238.5	28846.8	15967.4	79810.3	59994.4	113257	15251.4	16267.5	11680.4	32281.9	34494	39510.1	148227	158201	155718	0	6807.17	6725.17	7747.2	7269.21	7729.2
PLXNB2	0	1597.07	4647.12	0	0	0	4585.12	5564.14	5629.15	0	0	0	0	0	0	7291.21	8474.21	8818.21	0	0	0	0	0	0
TECPR2	6282.15	6780.18	2828.07	0	6150.16	0	4838.13	4065.09	3969.09	0	0	6886.26	1487.05	0	2921.07	7521.2	5790.16	5486.2	0	0	0	0	0	0
U2SURP	13679.4	12816.4	17144.4	44054.5	76067.6	40649.4	15622.5	13972.4	32492.8	3571.12	3790.13	3380.11	11572.4	11739.4	12673.4	94283	126675	172515	0	1058.04	672.018	4348.14	5607.17	1946.05
SETD1A	0	0	43491.3	6991.21	10854.3	6441.19	11615.4	7600.26	14699.5	0	0	0	0	0	0	23785.8	25851.9	27430.9	0	0	0	0	0	0
TRANK1	0	0	940.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5341.14	0	0	0	0	0	0
KDM6B	0	0	0	0	3368.09	0	0	0	0	0	0	0	0	0	0	0	0	4924.14	0	0	0	0	0	0
SYNJ2	170466	177574	245542	19921.6	49669.4	26413.7	191209	163879	230192	34152	50989.5	51293.5	131638	114999	115198	214905	201811	271757	2030.08	2539.1	0	6720.2	9629.26	9776.28
SYNM	161771	152379	199956	7548.23	8517.26	5667.19	49084.3	39100.2	52317.7	6059.15	9761.26	7822.19	14825.5	18945.5	16774.6	74665.3	84900	60903.8	0	0	0	0	0	0
GARRE1	6366.22	5962.21	9342.37	0	0	0	0	0	2897.1	0	0	0	0	0	0	5017.18	4523.17	0	0	0	0	0	0	0
KIF3B	7175.27	2067.08	0	0	0	0	0	0	0	0	0	0	0	1962.05	0	0	0	5311.15	0	0	0	0	0	0
PFAS	30874.8	28781.9	48967.4	27433.8	32204.9	21184.6	24082.7	24218.6	31359.8	21913.6	22860.7	14810.4	15226.4	14350.4	18884.5	31437.9	43245.2	59913.7	16424.5	24505.7	20618.5	17391.5	21039.6	19993.5
DCLK1	3663.12	4922.18	5686.19	0	0	0	3970.14	6189.2	5636.2	0	0	0	2881.09	4106.14	0	0	4760.17	5598.2	0	0	0	0	0	0
CEP290	14323.4	13939.4	36143.3	0	0	0	0	3904.1	8150.24	0	0	0	8034.21	8033.19	6029.2	9443.25	10960.3	13187.4	0	0	0	0	0	0
ANKRD28	58821.7	54136.5	57049	12610.4	15239.4	9748.31	22785	48597.5	31265.4	30835.8	32199	27322.8	32172	35404.1	30728.9	31580.3	39477.2	53455.5	0	296.011	0	0	0	5378.16
ARHGEF11	9465.26	32227.9	9598.3	0	0	0	22396.5	64309.7	26747.8	0	0	0	2798.07	3748.11	7751.2	14576.4	12334.3	18226.5	0	0	0	0	0	0
PRORP	14218.4	16472.4	194080	1548.04	2361.06	1140.03	2079.05	2479.07	4229.13	720.021	0	0	1066.03	1000.03	640.018	2753.07	2130.06	3850.11	0	0	0	0	0	711.02
CHUK	5811.16	7639.21	5100.18	0	0	0	4045.11	2961.08	6320.17	0	0	0	1747.05	0	0	5871.16	6424.17	8413.25	0	0	0	0	0	0
NPC1	0	0	0	8151.24	2348.09	0	0	0	0	0	0	0	0	0	0	0	0	4715.18	0	0	1214.04	0	0	0
TBX3	0	0	0	0	2923.1	0	0	0	0	0	0	0	0	0	0	0	0	2462.1	0	0	0	0	0	0
DEGS1	5286.15	4742.11	3401.15	1167.05	7516.2	4293.12	7930.24	1016.05	6505.18	0	0	0	0	713.036	0	4879.14	9925.27	9199.25	0	0	0	0	0	0
SCAMP1	1304.04	0	0	0	0	0	1891.06	2273.08	2381.07	0	0	0	0	0	0	3857.13	0	1915.06	0	0	0	0	0	0
ARPC1B	15105.5	7775.27	13132.5	4638.17	7105.24	3933.14	18974.5	15893.5	20172.6	0	4627.15	2640.1	3803.12	3249.11	3454.11	9258.3	8120.24	10890.4	2100.07	0	0	2554.09	3379.1	3294.1
ARPC2	15680.6	13815.5	25612.7	8558.24	6978.25	3516.13	40584.2	37795.1	38879.1	0	5958.14	0	10803.3	11306.3	4403.17	27408.8	30418.8	22095.6	0	0	0	1808.07	0	0
ARPC3	4999.13	3378.09	0	1047.03	2603.1	0	5473.16	3747.1	5674.16	764.023	1589.04	0	0	0	859.025	3710.11	3480.09	4727.18	0	0	0	0	0	0
BET1	7368.23	3999.19	7101.23	30862	37165.3	17939.8	6172.22	4727.15	6656.22	4141.12	4025.13	2588.08	2521.09	2215.08	1850.09	9943.37	9349.29	11258.5	1444.04	3199.1	3358.11	1655.05	2445.07	2628.09
POLR1C	4418.18	4124.14	6713.25	0	0	0	0	1974.07	0	0	0	0	1596.06	0	0	0	12105.3	6415.26	0	0	0	0	0	0
TRIM24	5836.16	7325.22	8136.24	21463.7	38721.2	14584.5	6752.21	4703.15	6859.22	0	0	0	6055.19	5303.16	4930.11	60500.8	54827.7	70513.2	0	0	0	0	0	0
AXIN1	0	5432.13	0	0	0	0	0	0	1143.03	0	0	0	0	0	0	0	0	22672.1	0	0	0	0	0	0
PGRMC2	27171.7	28882.7	12391.4	19099.5	38785.9	17855.5	21583.5	20071.5	34680.9	3091.08	0	1476.04	18708.5	4711.17	19663.4	6732.24	31985.7	28769.6	0	1907.05	0	1112.04	0	0
RGL2	0	7234.19	1803.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3193.15	0	0	0	0	0	0
PFDN6	9347.32	9191.37	15541.6	0	0	0	9196.34	10932.4	16811.6	0	0	0	0	0	0	5592.21	8081.3	9522.35	0	0	0	0	0	0
WDR46	6984.18	5424.13	9384.22	4822.12	8577.23	1439.05	5728.14	5235.11	7539.19	0	0	0	0	0	0	12324.3	12225.3	10529.3	0	0	0	0	0	0
NKRF	47645.2	39715	56345.4	18355.5	27109.6	13684.4	18471.5	11181.3	19463.5	4201.12	4479.11	4344.12	11465.3	9482.23	8876.24	59905.4	53076.4	57911.4	1354.04	3756.09	0	3213.08	2366.07	0
GNPAT	2317.07	3030.09	36027	0	0	1361.05	1868.08	2281.06	3517.1	0	0	0	0	728.026	0	0	2293.1	9260.34	0	0	0	0	0	0
ZNF185	6836.2	6498.31	7956.33	0	0	0	36951.1	32348.9	36113	0	0	0	2486.07	1265.05	1266.05	10692.3	9561.3	12073.5	0	0	0	0	0	0
CASC3	0	0	0	0	0	0	0	0	0	0	0	0	1215.04	0	0	0	0	0	0	0	0	0	0	0
RER1	6089.2	1613.07	3959.19	1780.08	7669.25	3022.1	4573.15	1186.05	0	0	0	0	0	0	0	6320.22	5837.19	11219.4	0	0	0	0	0	0
SURF4	192578	206575	157346	124991	252212	115599	120155	108683	103656	29555.8	38173.9	29433.8	83277.1	79748	76155.9	94593.4	133955	144542	10062.2	15287.4	12133.3	14515.4	11947.3	16818.4
SPTLC1	10651.3	11336.3	18374.5	6772.19	39948.1	3263.1	3945.12	3841.11	6478.19	0	0	0	0	0	0	5769.17	5883.16	7871.24	0	0	0	0	0	0
FANCG	5787.2	0	7310.23	0	1941.05	0	0	0	0	0	0	0	0	0	0	2434.07	0	1341.04	0	0	0	0	0	0
OGT	24660.6	26404.7	40653	22562.6	32434	16299.6	21657.8	18509.6	32940.2	7095.24	5998.18	3742.12	12425.4	12323.4	14360.5	25357.9	54300.9	59444.6	0	5023.16	0	2628.09	3241.08	3682.12
PMM2	0	0	0	0	1929.07	1912.06	0	0	0	6579.18	8679.27	0	0	4641.13	5468.16	0	0	3137.1	3331.09	8874.27	9356.25	6238.19	8133.23	6445.19
MID1	14598.4	16471.5	3693.12	0	0	0	0	0	2332.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPM1G	10619.5	6258.29	10458.4	23400.8	33222.5	21680	9030.37	6846.32	13646.6	5949.21	7492.31	4964.19	6124.26	4737.19	5039.19	19830.8	21443.9	35981.6	6360.25	8060.33	5778.23	2891.12	5012.18	0
INPPL1	41480.2	44448.3	73549.2	8489.22	14458.4	7528.21	39448.1	28889.8	51148.5	7738.2	8419.22	8040.23	16091.4	16520.5	16585.4	43809.1	45015.3	71034.1	2605.07	6973.19	0	3894.11	3969.11	4495.12
FANCA	0	3230.09	2591.07	0	0	808.022	0	0	1476.04	0	0	0	0	0	0	3873.18	4705.13	2749.08	0	0	0	0	0	0
EIF3D	37887	50614.2	60217.5	29712.7	35198.9	24652.7	35794.9	32524.8	50457.3	14170.3	19163.5	12506.3	22885.6	16909.4	26659.7	49167.2	57476.5	93237.5	10938.3	18048.4	4889.17	9117.21	16410.4	10492.3
EIF3H	66802.2	58038.9	73335	29277.1	33296.1	16981.6	41474.1	38788.2	46537.4	12433.4	6451.17	9971.32	19174.6	21932.7	20321.6	62898	53041.5	55952.8	0	0	0	0	0	0
HDAC3	0	2131.08	1331.06	0	667.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NVL	2213.1	2902.12	0	12508.4	13395.5	7305.21	4079.12	6819.39	3695.11	0	0	0	0	0	1510.05	12389.4	18026.4	18630.4	0	0	0	0	0	0
IPO8	93474.5	84200.3	115477	24868.7	43204.2	23354.6	37300.9	28941.8	45898.3	4479.13	6714.18	7817.2	14755.4	13243.3	13792.3	52917.5	57083.6	75187	0	0	0	1415.03	0	0
TNRC18	0	0	2617.08	3923.12	5111.16	3118.09	0	0	0	0	0	0	0	0	0	15325.4	11225.3	6631.21	0	0	0	0	0	0
SLC16A3	4941.16	4226.14	7938.25	4185.14	4749.16	1864.06	3953.12	1689.05	3625.13	0	767.027	0	0	1659.05	0	4087.14	4300.13	4920.17	0	1008.03	1240.04	0	0	0
ABCC3	0	1282.03	0	0	1531.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1G	0	1485.05	0	1664.05	2157.07	1144.03	1051.04	0	0	0	0	0	0	0	0	2917.1	3343.12	7218.25	0	0	0	0	0	0
P4HA2	0	0	0	0	0	0	2823.07	0	1769.07	0	0	0	0	0	0	4205.16	4049.15	5670.22	0	0	0	0	0	0
YKT6	0	0	0	6160.16	13607.4	7310.19	928.039	1851.08	1845.07	0	0	0	0	0	0	1578.07	0	2518.11	16595.4	0	0	0	0	0
NUP42	3643.15	4561.16	4445.15	0	0	0	1413.06	0	0	0	0	0	0	0	0	8241.29	9917.35	10236.4	0	0	0	0	0	0
ARPC5	19200.5	15061.4	15347.4	16788.4	20691.6	10249.3	28217.7	23894.7	38568.1	4941.13	9442.23	6180.16	9899.25	9504.24	11425.3	33319.9	31337.9	29833.8	1488.04	4558.12	0	4389.11	4327.12	4170.11
CLOCK	0	4733.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX3Y	0	0	3580.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFG	0	0	0	1391.04	1257.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAPBP	18298.4	17530.4	0	11390.3	15533.4	11729.3	0	0	18445.5	0	8377.22	4652.12	0	0	11365.3	0	22737.6	19753.5	4322.11	0	0	5413.12	6544.16	0
RNF113A	0	0	0	12389.3	16670.5	5041.16	0	0	0	0	0	0	0	0	0	6628.2	6066.19	3137.17	0	0	0	0	0	0
KDM6A	0	0	0	3454.1	0	0	0	0	0	0	0	0	0	0	0	10315.3	9922.28	10730.3	0	0	0	0	0	0
KCNN4	0	0	0	9648.24	3012.09	1460.04	0	0	0	0	0	0	0	0	0	0	1126.03	0	0	0	0	0	0	0
DHX15	42076.2	42383.2	50141.3	111842	133225	92546.2	34517	35185	46706.4	28464.7	26206.7	21674.6	34353	26169.7	30976.7	72693.9	92346.7	115627	21408.6	37338.9	24499.7	17579.5	28502.7	23419.6
RNMT	8029.22	9680.28	10097.3	44275.2	76344.3	38513.1	12431.3	8973.27	14770.4	4764.14	5343.15	5532.14	9535.27	6438.15	9934.28	54576.6	48069.5	56858.6	3504.11	6015.17	6160.16	3085.07	5906.17	6157.16
ZZEF1	10106.2	7096.17	7733.21	0	0	0	5886.16	3206.11	7634.2	0	0	0	0	0	0	6807.23	21110.6	12452.5	0	0	0	0	0	0
ASAP2	0	1581.05	2711.12	0	0	0	5603.19	1844.05	2698.12	0	0	0	0	1212.03	1054.05	8813.42	2838.11	4262.21	0	0	0	0	0	0
TET3	0	0	0	32919	3753.13	4700.12	0	0	0	0	0	0	0	0	0	6391.26	0	12069.4	0	0	0	0	0	0
TTI1	6672.21	4893.18	9277.34	2183.07	1796.06	0	4688.12	3486.12	5279.19	0	0	0	0	0	1019.03	18157.6	6792.25	16067.5	0	0	0	0	0	0
RRP8	4528.12	2210.1	6001.18	2670.08	4713.13	2170.06	4776.12	1336.05	4536.22	0	0	0	0	0	0	5048.12	6619.2	9439.27	0	0	0	0	0	0
PJA2	3725.17	4274.19	5449.24	0	0	0	873.034	0	0	0	0	0	0	0	0	0	2422.1	0	0	0	0	0	0	0
SIPA1L1	43500	40582	39932.1	2318.09	2987.11	3669.14	100419	79996	96358.3	3062.07	4715.15	4315.13	8068.25	7530.25	7259.21	39829.5	44374.5	45211.6	0	0	0	0	0	0
CYB5B	11198.4	11215.3	13721.4	12581.4	11472.3	9043.25	10086.3	9971.29	14290.4	0	1908.05	2663.08	6221.18	5177.14	5823.18	9011.28	15680.4	21083.6	0	0	0	0	0	0
PRPF4	1692.05	4393.13	43335.8	15059.4	16124.5	10304.4	3465.11	4098.13	89278.5	4214.16	0	0	8902.35	6510.25	6790.24	42772.8	52121.9	73591.9	0	0	0	278.01	90.0029	2291.09
PHGDH	33972.9	30376.7	46788.2	33368.9	20185.7	12273.3	31186.7	29097.7	47806.2	15107.5	17518.6	9899.32	12895.5	18158.5	13140.5	30879.8	44151	68462.8	13855.4	24666.7	23210.7	19691.5	21018.6	23572.7
ADAM12	0	0	0	0	0	3324.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK2	0	1287.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC1LI2	24780.7	23853.9	28560	0	3811.14	0	38892.4	26110.8	28334.9	5489.19	4032.11	4551.14	12350.4	12421.4	13932.4	37997.1	37219.2	42135.5	0	0	0	0	0	1856.06
PSMD3	12831.4	17194.5	27411.8	15535.4	9828.31	6751.22	16614.5	17398.5	15825.5	2574.11	6873.18	0	8553.24	9717.29	7520.2	8955.29	16162.5	16538.5	0	0	0	0	0	0
PAPSS1	18265.5	15396.4	30345.8	20788.6	38252.1	16808.4	18178.5	17152.5	20167.6	3703.09	4005.09	2921.07	4520.14	6190.15	3368.08	40943	44616.2	54126.4	0	1830.05	0	2363.05	1990.05	2289.06
ZW10	10125.3	1576.06	5206.18	0	0	0	0	0	0	0	0	0	0	0	0	5136.19	5992.18	8214.31	0	0	0	0	0	0
SART1	7421.4	6574.33	12425.6	56114.5	105577	38597.8	13817.3	9913.47	18877.8	2286.06	2261.07	1331.06	9196.24	10987.3	9910.26	112673	115689	177683	0	0	0	3636.12	5420.15	2821.13
GPAA1	8848.25	0	3055.1	0	0	4620.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2153.05	0	0	0
DAPK3	7264.18	10223.3	5148.18	0	0	0	1858.06	1230.04	4727.16	0	0	0	0	0	3588.11	0	0	0	0	0	0	0	0	0
TGFB1I1	73931.8	73322.8	105619	5098.13	26058.6	8051.19	70271.9	72710.8	78489.1	4442.11	4973.15	5723.13	11845.3	8764.25	13044.3	66558.5	66969.7	76236.9	0	0	0	0	1804.06	0
ZBTB43	0	0	0	6667.25	9487.31	8776.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP5Z1	1595.07	1236.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453.06	0	0	0	0	0	0
CCP110	18706.6	20992.6	26901.7	0	2399.06	0	6875.23	10750.3	11696.3	1538.04	2803.08	0	19259.5	16144.4	17486.5	16987.4	18223.5	18945.5	0	0	0	0	0	0
ARHGEF9	0	0	0	0	0	0	0	0	7532.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTIF	13057.4	13447.3	18891.5	0	0	2856.07	11099.3	10178.3	11682.3	0	1146.03	0	5196.14	5176.14	5257.13	14373.4	13438.4	17060.4	0	0	0	0	0	0
PPIP5K2	14058.4	15687.4	10867.4	9293.26	11411.3	8566.22	11703.5	12143.3	11481.4	2567.06	3812.1	0	10005.3	11109.3	9611.27	20401.6	15557.6	22853.6	0	0	0	0	0	0
MAP3K7	4673.13	6227.19	8817.25	0	0	0	20845.6	4046.12	7614.21	0	0	0	0	1245.05	1455.04	3837.11	6008.18	7262.21	0	0	0	0	0	0
EEF1E1	0	0	0	5104.17	4995.16	2420.08	0	3910.13	4252.15	2593.07	3104.1	1537.05	3575.1	0	0	0	6119.21	9337.34	0	0	0	0	0	0
RIPK2	8865.33	9734.35	11509.4	0	0	0	3857.15	5859.23	9002.31	0	0	0	0	0	0	7696.3	5851.23	0	0	0	0	0	0	0
WDR62	12683.5	96301.4	15155.4	0	0	0	4545.12	1549.05	21873.6	0	0	0	2071.07	1582.04	27432.8	11803.3	9961.26	11349.3	0	0	0	0	0	0
HNRNPR	15125.6	12152.5	16972.7	15025.6	20041.6	13071.5	15997.4	13840.4	15229.4	10171.4	8323.32	7485.28	9511.35	7304.28	8577.26	27331	30819.3	43139.7	6265.23	7984.34	6555.19	7127.18	6815.28	8238.32
PRPF3	21877.6	21105.5	24080.7	134900	167909	77286.9	34068.9	35091.9	41435.1	13689.3	16800.5	15761.4	40680.1	45189.2	37795.9	231941	193230	187546	979.03	1056.03	1251.04	6148.14	8282.21	8198.26
TXNL1	3781.13	5346.15	7618.32	3227.08	4307.11	1200.05	8811.24	7839.21	11613.3	0	1970.06	0	0	0	0	9989.28	9241.26	8848.32	0	0	1732.07	645.024	0	0
TPD52L2	46379.1	46106.2	75268	12236.3	24845.6	11929.3	51750.4	35126.9	70008.9	7749.21	6485.22	7851.21	11727.3	12757.4	14795.4	69812.8	62652.7	96805.6	1903.04	0	5571.15	0	3235.08	2408.06
EMC8	0	0	0	2114.06	3391.09	2245.06	0	0	0	0	0	0	0	0	0	0	0	0	0	1615.04	0	0	1566.04	1274.03
SYNJ1	126563	5426.17	20121.6	0	43748.1	0	7842.24	5911.18	6404.18	0	0	0	0	3311.08	0	7974.22	4563.11	10797.4	0	0	0	0	0	0
EIF4G3	67753.1	57486.8	88350.8	6936.23	13576.5	4219.12	88699.9	75705.3	99322.4	12784.4	17704.6	16602.5	63773.9	59225.9	55143.8	132503	118489	114138	0	0	0	3783.1	4826.14	0
PPIH	5561.14	0	7064.19	0	0	3136.08	6304.14	0	7394.17	3552.09	4026.1	0	2860.07	0	0	0	5967.15	10730.3	1353.04	5154.11	1288.03	0	4346.11	0
KLF4	0	0	0	1302.05	3207.14	1727.06	0	0	0	0	0	0	0	0	0	1974.07	0	3149.13	0	0	0	0	0	0
OIP5	5967.28	6133.32	8546.36	1060.04	2998.15	0	0	0	0	0	0	0	0	0	770.031	0	2645.13	2533.11	0	0	0	0	0	0
PROM1	0	0	0	0	0	0	0	0	5772.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L2	30229.9	28220.9	41221.3	3894.13	8531.25	4156.18	64290	49992.5	77590.4	17321.6	21083.7	21023.7	11619.4	11834.3	11888.4	73121.3	62198	83699.5	0	0	0	4315.12	0	0
RAD51C	0	0	3843.15	6350.16	11609.3	7350.21	0	0	0	0	0	0	0	0	0	1348.03	2624.09	5776.2	0	0	0	0	0	0
LAMTOR5	1620.08	0	4050.17	1281.05	4105.17	0	2516.11	1372.06	0	2546.12	3309.15	0	0	866.039	1769.08	0	2492.11	4822.23	1197.06	2392.1	1539.07	695.033	2023.1	0
WIPF1	0	0	0	0	0	0	15488.4	12393.3	14354.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO3	7811.29	9383.31	14808.5	7550.27	11351.4	5228.16	7843.3	6149.22	7601.26	0	0	0	0	0	0	9428.36	12934.4	19817.8	0	0	0	0	0	0
AKAP10	8195.2	9354.23	14010.3	0	3352.08	0	7906.22	7179.18	7419.18	0	0	0	2350.06	0	3023.08	13307.3	11963.3	16501.4	0	0	0	0	0	0
