Protein	Empty_1	Empty_2	Empty_3	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
NIT1	0	11060.408	6154.4414	0	0	0	0	18597.82	0	0	0	20004.277	99783.914	36758.07	32063.477
CIR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEATR5A	0	0	0	24780.332	37414.227	31577.3	0	0	0	0	0	0	256606.14	196434.62	191739.28
FAM131B	0	0	0	0	0	0	0	0	0	0	0	0	7080.2124	9894.244	9485.051
NCAPG2	0	0	0	2634822	2770869	2379686	143188.86	130600.21	150484.47	0	12462.236	31150.133	336438	190262.61	191429.67
ZSWIM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFR1	0	0	0	0	26384.523	0	0	0	0	18214.857	0	0	0	0	0
ANKLE2	0	0	0	25345.781	33265.57	15589.357	524360.8	554680.5	700266.2	0	0	0	293710.75	292653.1	243727.58
ZNF761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKH	0	0	0	42837.5	45532.35	105404.195	0	8289.728	0	0	0	0	34715.785	51120.453	64382.16
DDX42	0	0	0	348082.44	686839.4	562094.06	52422.016	20579.04	21243.906	0	35944.766	8812.949	47286.004	28202.068	33198.188
TMEM219	0	1519866.6	1648282	303744.62	0	278484.2	2115932.8	2462849.8	1722963.2	2708376.8	0	1755689.6	1597110.6	1689678.5	2152599
FRAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2	0	0	0	42384.93	25915.758	15028.72	0	11882.171	5160.9316	0	0	0	25348.771	11971.051	16478.549
VRK2	0	0	0	0	0	0	125714.76	80345.055	154159.56	0	0	0	29473.875	125229.54	96495.62
DZIP3	0	0	0	67340.21	94386.57	78161.29	0	2006.898	0	0	0	0	0	0	0
ZNF354C	0	0	0	58359.367	98716.58	134435.86	0	0	0	0	0	0	0	0	0
CACUL1	0	4165.2144	0	40341.41	31940.545	25542.703	0	13685.738	0	0	0	0	24357.334	33357.992	41249.176
DNAAF5	0	0	0	36736.613	0	68339.72	0	16590.668	34416.195	0	0	0	132685.83	48981.594	115778.14
PTRH1	0	0	0	0	11217.897	0	0	0	0	0	0	0	0	0	0
STX12	0	0	0	0	0	0	51403.152	71526.95	43114.383	0	0	0	330182.06	401652.2	414996.5
KIF18B	0	0	0	5586.2446	0	41133.363	0	0	0	0	0	0	0	0	0
ZGRF1	0	0	0	170390.84	113565.96	59402.2	0	0	0	0	0	0	0	0	0
ERO1B	0	0	0	0	0	0	0	0	0	0	0	4388.6465	0	0	0
PALB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZIP1	0	0	0	0	0	18699.467	793951.3	799812.25	836136.4	0	0	0	21747.914	0	15402.45
PDSS2	0	0	0	0	0	0	0	0	0	0	32568.336	33648.25	0	0	0
PHF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD13B	0	0	0	286452.88	299323.78	261027.2	97432.664	125777.53	161881.61	0	0	0	375476.25	497726.25	447588.12
TDRP	0	0	0	40624.703	52121.75	78791.336	34736.117	58114.26	59205.766	0	0	0	96432.37	57517.867	79283.97
HOMER1	0	0	0	44792.656	43585.406	0	93598.11	92704.47	132516.12	0	0	0	0	0	52388.863
DOLPP1	0	0	0	44346.723	0	0	14155.405	13697.937	16631.26	0	0	0	20982.982	16688.615	0
PPARGC1B	0	0	0	49595.484	0	68494.64	0	0	0	0	0	0	0	0	0
GATAD2A	20553.516	34969.406	28123.002	86647.42	101447.41	68686.8	0	0	0	0	0	21443.166	25945.293	43374	29770.44
CPNE8	0	0	0	0	0	0	328919.06	193683.47	396081.72	0	0	0	51994.96	66151.3	0
GPSM1	0	0	0	271978.9	174591.03	87421.484	101964.43	114123.22	155942.31	0	0	0	189687.66	100354.45	115763.3
RAB11FIP4	0	0	0	0	0	0	32932.754	0	0	0	0	0	505736.5	499068.72	482571.9
C2CD5	0	0	0	27149.455	14416.16	9295.178	14251.612	0	67640.125	0	0	0	12449.4375	11341.211	0
MIB1	0	0	0	210277.5	366909.3	107859.266	124716.71	171207.4	208748.53	0	0	0	193867.72	68298.37	160407.38
PRAG1	0	0	0	28156.055	14118.869	38517.633	210485.55	166056.89	383306.5	0	0	0	18170.477	133052.22	34329.777
MED12L	0	0	0	5851.4277	32402.926	0	0	0	0	0	0	0	0	0	0
HRNR	9547.91	39264.402	8126.451	26723.383	2925.5571	30667.824	0	0	0	63196.973	363357.3	0	35971.855	0	13811.975
HIPK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCP2	0	0	0	0	0	0	7164.7383	0	0	0	0	0	0	0	7657.756
IRF2BP1	0	0	0	0	0	18048.14	0	72527.2	0	0	0	0	0	0	0
ERC1	0	0	0	57489.13	42879.24	44516.953	41484.42	24917.887	61510.945	0	0	0	111311.016	58674.46	149778.83
CBWD2	0	0	0	0	0	67981.83	3623.087	0	3977.892	0	0	0	45258.36	0	0
RIOX2	5340.635	6275.823	7353.1357	0	0	0	0	0	0	0	0	0	17165.62	0	0
RBM45	0	0	0	0	0	24382.027	9917.571	0	0	0	0	0	0	0	13610.137
CRLF3	0	0	0	27228.195	27375.074	20350.57	0	0	0	0	14810.869	10563.578	22663.293	0	17239.65
CREBRF	0	265498.84	214289.23	0	0	44612.324	0	48922.79	45715.09	0	252830.39	53704.49	0	0	60454.035
PLD3	180494.22	258458.34	174622.1	0	19637.855	0	145805.36	183383.55	160231.23	123369.32	134770.45	147408.8	208899.5	359640.4	202681.67
CCDC71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERI1	0	0	0	66842.1	0	82171.95	52707.316	0	0	23221.715	0	40317.43	0	0	0
VRK3	6101.9707	0	5551.013	22547.012	0	0	0	0	0	0	0	0	0	0	0
NUDCD3	0	0	0	143220.12	127840.625	145912.28	22624.498	35553.04	43200.145	0	0	0	49237.93	41510.883	43742.992
AHNAK2	0	31348.297	0	307945.44	241360.52	277155.72	832139.75	725160.5	922775.25	0	0	0	139251.7	248243.23	247714.4
TIAM2	0	0	0	0	0	0	0	64827.59	131222.2	0	0	0	0	0	0
FMNL3	0	0	0	0	0	14401.77	78952.54	67117.01	63996.066	0	0	0	0	0	0
FOXP4	0	0	0	179664.7	212950.78	140150.56	0	0	0	0	0	0	0	0	0
MAP4K3	0	0	0	0	0	0	41639.34	54285.75	71189.88	0	0	0	17888.36	25371.934	0
P3H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC50	20896.137	13108.096	28097.943	78610.2	62969.508	62280.6	58046.977	74823.94	54682.12	15030.695	19188.072	21135.182	111140.555	67323.016	162328.2
MCAT	0	0	0	0	0	0	0	0	0	10244.535	14564.126	22193.154	0	0	0
GID4	0	12166.007	0	18480.518	0	0	14332.823	20578.75	0	0	15360.475	0	66518.53	21160.512	31328.086
ARID3B	0	0	0	0	19366.541	15003.975	0	0	0	0	0	0	0	0	0
CEP97	0	0	0	227647.86	279108.8	209093.23	0	0	0	0	0	0	92707.164	128200.266	189057.11
MAPKAPK5	0	0	0	0	0	0	0	0	0	0	0	0	7844.127	0	7407.7393
FAM219A	0	0	0	0	0	0	0	0	0	0	0	0	99944.44	69551.09	0
TMEM151B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLB1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR75	9766.881	26284.102	20737.576	950979.75	1455121.2	1012459.8	1446955	1044544.4	1143061	51891.617	70981.91	113804.28	1040072.25	931609	946188.75
ITPRIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY1	0	0	0	0	0	0	13697.305	0	0	6732.165	0	8921.186	0	30865.395	38734.38
TEX2	0	0	0	46293.523	0	43207.367	20432.275	24667.336	23200.008	0	0	0	209215.77	146882.05	163907.73
MAP7D3	0	0	0	870661.8	914465.25	1027458.5	5922786	695115.2	822442.5	0	16670.197	18370.588	372132.9	469999.66	421419.16
FOXRED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND6A	0	0	0	162424.02	15296.63	0	60005.617	0	41287.32	0	0	0	1184836.9	972638.5	1132234.2
MGA	0	0	0	3958216.5	3813109.8	3707672.8	0	20410.932	0	0	0	0	94087.016	107980.15	45490.71
GCC2	0	0	0	499305.5	191985.62	162524.7	16204.193	34704.125	0	0	0	0	157230.98	190038.05	134594.86
CCDC28A	0	0	0	34961.91	88304.55	57239.65	0	0	17984.3	0	0	0	45818.656	22262.787	46236
ZC3H7A	0	0	0	24585.883	0	13396.342	0	0	0	0	0	0	0	0	6327.2383
PHF6	0	30055.648	19264.607	77695.95	124037.484	4790.3613	0	25533.629	26103.502	0	0	0	21241.643	0	43276.934
LMTK2	0	0	0	140294.53	170942.14	384913.03	811740.2	874188.5	925518	0	0	0	5484896	6029283	5767222.5
SULF2	0	0	0	0	0	0	333678.12	0	0	0	0	0	0	0	0
UBR1	5468.195	9391.993	0	30308.924	15121.647	86688.945	8512.822	0	0	0	0	0	53818.062	0	12079.322
ARHGAP12	0	0	0	0	0	0	45525.86	0	43794.15	0	0	0	0	0	0
CHERP	10443.983	10898.646	0	524338.9	425783.4	452865.28	0	0	0	0	0	9017.182	0	30116.898	10950.396
ZSCAN29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDAN1	0	0	0	0	0	3744.7864	0	0	0	0	0	0	2958.7175	0	2809.7935
ANKHD1	0	0	0	2344207.2	3009619	2833865.8	505873.97	458669.25	694133.06	0	0	8484.827	1047379.75	1241053.6	961214.94
BBS7	0	0	0	138258.33	211158.95	157240.95	89232.52	24786.582	70452.64	0	0	0	31008.193	162843.42	59896.785
SUGP1	0	0	0	94731.445	64950.945	67994.73	0	0	0	0	0	16623.668	0	128595.95	0
SUGP2	0	0	0	775538.6	1016614.94	770636.9	0	13648.263	0	0	0	0	47822.71	33176.74	40094.824
UEVLD	0	0	0	17619.656	28801.05	0	0	0	0	0	0	0	26641.71	0	15577.764
CCAR1	0	0	0	27914.93	34804.133	65594.91	0	0	0	0	0	15437.662	0	0	0
HOMEZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX40	0	0	0	200660.56	114002.945	151675.33	14409.159	15511.435	25462.596	0	5921.368	0	61795.31	31584.305	19013.027
SLF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA3	0	0	0	388020.3	414777.66	473998.53	65877.26	50850.703	91382.49	0	0	0	193644.36	226642.44	143076.52
DNAJC10	0	0	0	0	36884.375	26922.664	157911.14	178211.88	223506.56	0	0	0	67032.66	54582.766	37984.062
NELFCD	0	0	0	0	0	0	46967.31	51691.965	45391.547	0	0	0	0	53390.57	67842.484
RHOT2	41311.816	53404.656	32323.133	80273.45	30831.021	134275.94	63827.703	37135.625	79352.14	9917.7295	37634.926	33300.203	226695.94	141961.42	158861.14
RHOT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASXL1	0	0	0	45441.656	24120.355	0	0	0	0	0	0	0	0	0	0
PHC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16459.512
GALNT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM20C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAP18	0	0	0	0	0	31639.219	0	0	0	0	0	0	0	0	0
MRPL41	0	0	0	0	0	0	0	0	0	21151.56	99482.19	152346.92	0	0	10953.089
GPALPP1	0	0	0	41902.734	86732.07	73534.945	0	0	0	0	25538.3	22933.893	27644.908	0	0
PARP9	0	0	0	32988.055	0	19923.12	12524.316	0	15416.14	0	0	0	11444.16	0	0
PALM2	0	0	0	31076.992	0	0	66294.63	78888.44	66112.984	0	0	0	32246.209	50180.65	42993.938
FAM126B	0	0	0	0	0	0	59930.777	45603.613	49318.477	0	0	0	0	0	0
RBM12B	0	0	0	38615.33	129532.75	84043.836	0	29759.918	0	0	0	0	19476.463	11947.75	13312.46
RPAP2	0	0	0	19721.594	18378.031	36268.633	10118.629	0	0	0	0	0	0	4063.3772	0
PNPLA6	0	0	0	136761.22	0	0	10701.472	11624.638	11887.668	0	0	0	31975.082	32684.695	28837.523
SMC5	0	0	0	10416.43	31689.055	12755.783	27679.678	23472.988	27526.14	0	0	0	58822.336	46750.766	113549.47
PLPP6	0	0	0	4987.4634	0	0	0	0	0	0	0	0	0	0	0
DHX37	0	0	0	149600.06	208126.56	169147.06	54877.293	78222.17	68868.66	0	0	0	176836.77	115141.086	161395.45
AMOTL1	0	0	0	0	19900.662	23955.219	37701.23	76782.85	106005.98	0	0	0	0	35027.383	0
RAVER1	0	0	0	432453.8	668213.94	518465.1	32825.195	28371.438	42032.375	0	3165.8066	0	122121.82	58537.594	46583.555
FTSJ3	67643.97	90862.875	78514.61	511032.06	628832.8	329572.38	190797.86	164419.02	148578.78	99049.11	119099.664	177080.52	242451.66	247322.6	279867.2
SLX4	0	0	0	0	43842.36	94539.58	0	0	0	0	0	0	0	0	0
CKAP2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MB21D2	0	0	0	0	0	0	0	0	0	0	0	0	36382.336	31868.322	37281.938
SRRM1	0	6117.0635	45821.875	669728	791004.6	713347.2	313262.62	273706.84	256091.66	147271.02	312156.97	232885.42	916874.56	402348.94	670405
SMAP1	134390.98	0	219041.34	53461.96	67887.8	57372.36	199743.95	226885.22	216280.75	37003.33	66984.07	190017.88	160759.34	97292.13	54972.668
SUPV3L1	0	0	0	13409.691	0	0	0	0	0	639337.94	1319689.6	1344863.5	0	0	0
ZNF595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCM	0	0	0	15374.518	39300.77	75151.26	0	0	0	0	0	0	0	0	0
ZZZ3	0	0	0	27592.14	0	25602.959	0	0	0	0	0	0	0	0	0
C1orf174	0	0	0	0	0	0	0	0	0	0	0	0	14133.747	0	10969.914
ZNF100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THNSL1	0	0	0	0	0	19909.777	23384.363	0	0	587864.4	1444504.5	1208530.5	14079.252	0	18619.865
PM20D2	95028.87	151859.86	117316.99	78289.21	58328.17	40177.71	95782.766	126251.91	48595.734	16601.908	32842.17	65801.93	262824.47	197836.97	254843.17
HACE1	0	0	0	0	0	0	0	0	0	0	0	0	84633.78	101464.96	96833.47
MICU2	0	0	0	29800.016	55715.777	0	3048.9885	2999.0696	0	19231.473	32052.873	47769.73	0	25027.05	29855.418
RNF168	0	0	0	226895.89	285451.47	262527.97	75116.06	78724.8	60338.383	0	6574.614	7658.418	37280.164	6020.0293	9130.018
ANKRD13A	0	6939.174	0	66019.305	0	0	0	0	0	0	0	0	10960.27	0	13673.226
ZBED8	0	0	0	13444.151	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	0	0	0	85919.016	98790.78	30561.422	1393535.2	1531559.6	1778856.9	0	0	0	171559.52	110212.266	122334.625
RASEF	0	0	0	0	0	40282.285	0	0	0	0	0	0	1122731	1057704	978198.25
CHPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT2A	0	0	0	28844.52	21062.473	42638.54	0	19639.13	0	0	0	0	46492.33	0	39587.61
ELMOD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH16A1	0	23720.123	0	0	0	0	0	11060.849	0	0	16325.442	0	0	0	0
KIAA0319L	0	0	0	0	0	0	0	0	0	0	0	0	277084.62	185065.5	187240.11
RTKN2	0	0	0	0	0	0	97726.91	44343.055	153907.86	0	0	0	0	0	0
DCP1B	0	0	0	928270.94	931830.56	868179.44	92040.41	126916.88	129733.125	0	0	0	133205.81	120282.05	134754.03
SCYL3	0	0	0	24134.53	14076.886	0	0	0	0	0	0	0	57254.562	31696.562	28511
XRN1	39294.5	37900.938	34700.23	925929.75	1115695.5	1033361.8	754278.1	684027	749616.8	14048.313	32545.197	57212.023	787140.94	838395.1	750427.1
UNC5B	0	0	0	0	10083.766	0	120302.86	124852.69	150369.7	0	0	0	0	46635.92	49880.96
MCOLN2	0	0	0	0	0	0	0	0	0	0	0	0	79726.29	120109.625	68819.266
PELP1	0	0	0	0	44322.79	57252.242	58198.336	70364.71	46207.887	0	0	14966.306	8116.9756	29607.203	24830.703
ABI1	0	15550.1875	15330.085	0	0	0	15475.012	25917.736	37086.203	0	0	0	33335.48	0	0
WDFY3	0	0	0	242557	160001.33	350877.12	0	0	0	0	0	0	147547.5	98036.98	75108.734
ASPM	0	0	0	616387.8	795170.7	686045.9	79808.19	62454.508	102806.36	0	0	0	115154.305	104879.49	156042.56
RDH10	0	0	0	46242.277	0	0	7361.5586	16288.646	0	0	0	0	0	75580.49	62349.22
ABCA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM185A	0	0	0	0	0	0	0	0	0	0	0	15722.351	0	0	0
VKORC1L1	0	0	0	15699.721	0	0	12721.033	15494.467	15833.825	0	0	0	17973.547	12483.376	15321.147
RBFA	0	0	0	0	0	0	0	0	0	0	0	49728.49	0	0	0
SPAG16	0	0	0	0	0	37262.96	23479.805	0	0	0	0	0	0	0	0
CLYBL	0	0	0	0	0	153446.48	0	0	0	3739.6245	0	0	0	0	0
SPART	0	10345.954	2273.0884	968631.6	926295.9	865202.9	264615.22	327487.7	359134.53	4378.721	31148.412	21492.29	674208.6	760001.6	739530.4
SPICE1	0	0	0	729087.2	715270.94	906421.8	50658.67	42801	47562.707	0	0	0	219400.31	195780.36	135518.44
TTC5	0	0	0	0	0	0	0	0	11240.6045	0	0	0	0	0	0
PUSL1	0	0	0	11560.546	13879.717	0	0	0	0	0	0	0	0	0	7776.1
MIER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4X1	0	0	0	0	0	15411.888	0	0	0	0	0	0	16574.762	0	0
RPTOR	0	0	0	75618.484	77816.734	93296.5	55115.492	56296.94	52963.04	0	0	4134.17	82937.14	73780.484	46327.727
FAM177A1	0	0	0	0	0	0	0	0	0	0	0	0	0	54175.844	38097.08
CNPY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP82	0	0	0	0	0	9938.953	0	0	0	0	0	0	0	0	0
CCAR2	0	20264.47	19414.42	104723.44	261838.44	213317.83	94418.22	112816.14	87357.69	0	20333.174	0	95948.39	85035.57	14731.687
NDUFAF2	0	0	0	0	0	0	0	0	0	109011.85	295239.9	216128.53	0	0	0
ZNF567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS52	0	0	0	0	0	0	59032.61	58101.1	137808.9	0	0	0	146745.23	289604.4	108672.33
NUP93	0	0	0	292896.4	421749.5	325257.1	390817.47	178444.05	278110.4	0	64738.29	33834.73	706917.75	1148442	903808.44
ZNF687	0	0	0	46417.39	4731.206	0	0	0	0	0	0	0	0	0	0
CMTR1	0	0	0	271023.7	173813.5	285417.88	140871.06	29118.256	128118.33	0	0	12552.016	234140.64	126644.23	120843.53
LRRC47	3438.2134	5544.8296	5245.421	109599.49	74400.59	100167.03	37692.883	57221.92	53235.07	0	0	21254.318	105487.28	39736.562	87530.66
DOCK4	0	0	0	62546.008	11745.463	10899.278	20521.547	38088.188	55836.49	0	0	0	0	21646	0
KRT78	0	237043.69	147876.75	0	0	75551.42	0	0	0	251464.6	580110.75	0	0	0	0
ARHGEF28	0	0	0	177691.56	264579.6	209625.1	0	24218.283	7060.981	0	0	0	80138.2	40768.086	89374.97
ZNF710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS1	0	0	0	375817.12	522135.53	377597.25	0	0	0	0	0	0	0	0	0
ARMC10	0	0	0	0	0	0	0	0	0	0	0	0	136344.2	99022.625	93662.28
GHDC	48894.15	38434.566	77835.4	0	38013.02	0	0	9970.424	22664.615	0	0	32648.508	39839.34	30322.303	80547.78
ABHD12	6474.754	0	0	57000.355	0	14553.933	33806.938	26176.76	19623.879	0	8467.935	8660.316	30214.377	23043.545	46765.094
CLASRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM256	0	0	0	0	0	0	0	0	0	0	0	0	0	14308.355	0
PIAS4	0	0	0	0	0	32367.775	0	0	0	0	0	5639.1924	0	0	0
RUSC2	0	0	0	0	22884.71	0	0	0	0	0	0	0	0	42483.41	0
MIER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBARP	0	0	0	93997.61	0	0	1252167	1063128.1	1130807.4	0	0	0	782612.7	769375.06	845055.3
ASCC3	0	0	0	810595.06	953436.5	884859.25	158471.25	126895.67	238823.27	0	8712.59	6043.174	504202.84	779494	482919.2
MICALL1	0	0	0	69967.89	30430.184	26694.889	0	0	0	0	0	0	611979.4	441271.38	693667
HROB	0	0	0	14376.227	28155.154	25737.562	0	0	0	0	0	0	0	0	0
VPS8	0	0	0	0	0	0	0	0	15385.162	0	0	0	2105918.2	2406877	1843052.5
PALS1	0	0	0	47486.77	14613.702	13759.624	118964.64	176981.08	139469.73	0	0	0	50639.746	0	0
STAG2	0	0	0	0	0	52700.617	23150.697	41791.38	122375.52	0	0	0	25552.74	9105.211	0
FNBP4	0	0	0	59063.836	79326.28	18180.684	0	0	0	0	0	0	0	0	0
LCORL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARGE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	0	0	0	0	0	0	0	0	0	0	61687.582	134321.75	0	0	0
ZCCHC7	0	0	0	26493.781	25455.592	0	0	0	0	0	0	0	0	0	0
FGFRL1	0	0	0	0	0	0	66297.2	633539.1	483763.84	0	0	0	35014.316	42068.832	39688.55
GUF1	0	0	0	0	0	0	0	0	139374.69	128720.85	238511.33	338875.4	0	0	0
D2HGDH	0	0	0	0	0	0	0	0	0	0	15757.153	16953.111	37429.21	0	19627.75
NIN	0	0	0	369877.22	408702.78	392917.5	210739.22	0	0	0	0	0	49392.41	46648.49	105604.945
MINK1	0	0	0	0	0	70694.625	132246.44	73331.695	132378.78	0	0	0	0	0	0
TTC30B	0	0	0	47244.258	26745.7	0	0	0	0	0	0	0	0	0	0
ZADH2	0	0	0	0	0	0	0	0	0	0	11564.223	0	0	0	0
CHCHD4	0	0	0	20936.908	0	0	0	0	0	0	0	0	0	18105.441	17894.791
MARVELD2	0	0	0	0	0	0	168972.31	152435.89	175019.25	0	0	0	49775.184	93675.05	167637.28
CBR4	0	0	0	0	0	0	0	0	0	16113.194	19556.783	19345.889	0	0	0
ZNF808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0	12600.455	0	0
OGFOD1	0	0	0	29139.824	0	31055.059	0	0	0	0	0	0	0	0	0
ZNF276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXR1	0	0	0	11071.203	0	0	74200.96	52820.387	33080.832	0	0	0	202558.33	278469	314075.66
ZNF561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPND	0	0	0	29356.348	0	0	0	0	0	0	0	0	0	0	0
ZGPAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRBD1	0	0	0	0	0	0	0	0	0	0	11851.674	0	16331.873	0	0
TAB3	0	0	0	18620.633	32265.695	42474.098	0	0	0	0	0	0	32032.453	0	46680.97
NKAP	0	0	0	140787.94	215093.8	100590.22	230327.73	198766.4	131933.42	184925.88	223433.55	325918.1	279665.62	208129.56	299094.12
MACO1	0	0	0	55725.72	124111.7	151949.4	700760.56	718931.2	793480	0	0	0	313249.66	331552.1	337899.1
NOPCHAP1	0	0	0	0	164927.9	0	0	0	0	0	0	0	118161.3	31590.111	90045.84
MINDY1	0	0	0	0	0	0	0	0	17253.48	0	0	0	27435.398	134242.14	75784.96
CISD2	14795.329	41535.32	30038.668	99257.086	115202.305	42325.92	101240.1	120878.21	96376.9	38575.777	80369.734	104117.82	149484.6	214013.23	155603
ATPAF2	0	0	0	0	0	0	0	0	0	92290.555	184877.67	140254.89	0	0	0
MRPL50	0	0	0	0	0	0	0	0	0	14324.794	90310.016	61226.758	0	0	0
ZC3H8	0	0	0	89709.09	86681.61	76691.82	0	0	0	0	0	0	0	0	0
CAMKK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF10	0	0	0	81559.734	15276.712	0	0	0	0	0	0	0	0	0	0
RFLNB	0	0	0	0	0	0	0	17048.06	21563.148	5203.577	0	0	0	0	0
MSL3	0	0	0	0	0	19480.787	0	0	0	0	0	0	0	0	0
LZTR1	0	0	0	0	0	0	11574.538	16734.434	16036.208	0	0	0	569402	830514.9	595647.3
ZBTB2	0	0	0	17565.389	0	0	0	0	0	0	0	0	0	0	0
CPSF7	0	0	0	12595.535	0	17128.516	9544.355	0	0	0	0	0	0	0	0
CSGALNACT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP2	0	0	0	59835.656	88825.87	181414.44	198690.61	165703.86	227645.16	0	0	0	86424.34	132018.88	227015.83
EID2	0	0	0	59223.51	24554.418	82029.38	52640.336	31880.148	65739.55	0	0	0	0	0	0
KRTCAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6689.0146
C1orf52	0	0	0	155101.28	183031.12	194505.52	7672.536	0	0	0	0	0	0	8938.465	46214.02
ACBD7	13916.904	19623.406	13945.595	0	0	0	0	0	0	10846.045	0	0	0	0	0
METTL25	0	0	0	0	0	0	6448.0015	0	9839.523	0	0	0	11560.029	16849.574	8671.016
EEF1AKNMT	0	0	0	0	0	0	43749.29	16326.116	24558.81	0	0	6036.7266	17872.908	0	32660.316
ARL6IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP1	51167.28	69006.484	45208.234	232045.66	388502.38	296187	210836.12	229295.11	220618.84	86103.57	112568.31	65349.15	408970.94	434132.47	429673.03
SIRT6	0	0	0	0	0	0	0	0	0	0	0	0	0	26700.34	0
GPR161	0	0	0	0	0	0	0	0	0	0	0	0	31931.842	29373.459	29489.936
ZNF655	0	0	0	29629.527	32228.268	23438.006	0	0	0	0	0	0	0	0	0
CDKN2A	0	0	0	0	0	0	15407.875	0	0	0	0	0	0	0	0
EMC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAF1	0	0	0	131267.55	143942.11	222814.64	36458.285	0	18333.992	0	0	25271.66	37517.57	27778.566	31545.475
BEND7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBR7	7305.993	0	0	39122.53	21847.406	47994.637	0	0	0	0	0	0	0	33852.375	75303.91
C7orf31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX51	0	0	0	0	0	0	0	0	20989.793	6036.71	8141.5273	0	18814.996	0	7426.9175
PDCD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP112	0	0	0	33202.484	38110.42	36664.008	0	0	0	0	0	0	47103.984	0	27949.64
ZNF615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM241A	8314.502	12907.147	14411.959	0	0	0	42477.36	33969.06	0	0	0	17951.16	0	31577.94	0
C2orf69	0	0	0	0	16394.982	0	0	0	0	0	0	0	0	0	0
ARL14EP	0	0	0	0	40305.047	40461.227	0	0	0	0	0	0	0	0	0
ENAH	0	0	0	71080.46	88331.61	89111.63	197514.61	177493.4	199540.83	0	0	16870.422	90954.02	65787.234	127889.67
CDYL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
